source_id,source_title,source_publisher,source_year,source_url,scenario,sector,skill_category,specific_skills,demand_direction,demand_score,demand_rationale,qatarization_relevance,time_horizon,evidence_quote,data_quality,quality_weight,scenario_weight,weighted_score
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S1,technology_digital,digital transformation,"artificial intelligence, data science, cybersecurity, digital platform development, IoT systems",strong_increase,2.0,National strategy prioritizes digital government transformation and smart city initiatives as core pillars of economic diversification.,high,both,,high,1.5,0.6,1.7999999999999998
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S3,technology_digital,digital transformation,"artificial intelligence, data science, cybersecurity, digital platform development, IoT systems",strong_increase,2.0,National strategy prioritizes digital government transformation and smart city initiatives as core pillars of economic diversification.,high,both,,high,1.5,0.5,1.5
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S1,healthcare,advanced medical specialties,"precision medicine, telemedicine, health informatics, medical research, pharmaceutical development",strong_increase,2.0,Strategy establishes Qatar as regional healthcare hub with emphasis on medical excellence and health innovation.,high,medium_term,,high,1.5,0.6,1.7999999999999998
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S1,education,educational innovation,"STEM pedagogy, educational technology, curriculum design, learning analytics, multilingual education",moderate_increase,1.0,Human capital development prioritized to build knowledge-based economy and reduce skills gaps.,high,both,,high,1.5,0.6,0.8999999999999999
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S3,education,educational innovation,"STEM pedagogy, educational technology, curriculum design, learning analytics, multilingual education",moderate_increase,1.0,Human capital development prioritized to build knowledge-based economy and reduce skills gaps.,high,both,,high,1.5,0.5,0.75
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S2,energy_lng,clean energy integration,"carbon capture technology, renewable energy systems, energy efficiency optimization, hydrogen production, clean LNG operations",strong_increase,2.0,Strategy balances traditional energy leadership with commitment to environmental sustainability and carbon neutrality goals.,medium,medium_term,,high,1.5,0.2,0.6000000000000001
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S3,energy_lng,clean energy integration,"carbon capture technology, renewable energy systems, energy efficiency optimization, hydrogen production, clean LNG operations",strong_increase,2.0,Strategy balances traditional energy leadership with commitment to environmental sustainability and carbon neutrality goals.,medium,medium_term,,high,1.5,0.5,1.5
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S1,finance_banking,fintech and islamic finance,"blockchain technology, digital banking, Islamic finance structuring, regulatory technology, sustainable finance",moderate_increase,1.0,Financial sector modernization supports economic diversification and positions Qatar as regional financial center.,high,near_term,,high,1.5,0.6,0.8999999999999999
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S1,construction_real_estate,sustainable construction,"green building design, smart construction technologies, sustainable materials, building information modeling, energy-efficient systems",moderate_increase,1.0,Infrastructure development continues with emphasis on sustainability and smart city technologies.,medium,both,,high,1.5,0.6,0.8999999999999999
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S3,construction_real_estate,sustainable construction,"green building design, smart construction technologies, sustainable materials, building information modeling, energy-efficient systems",moderate_increase,1.0,Infrastructure development continues with emphasis on sustainability and smart city technologies.,medium,both,,high,1.5,0.5,0.75
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S3,cross_sector,sustainability management,"ESG reporting, carbon accounting, sustainability consulting, circular economy, environmental impact assessment",strong_increase,2.0,National commitment to environmental sustainability creates cross-sector demand for green skills and ESG expertise.,high,both,,high,1.5,0.5,1.5
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S1,cross_sector,project management,"agile methodology, digital project tools, stakeholder management, change management, strategic planning",moderate_increase,1.0,Large-scale transformation initiatives across all sectors require sophisticated project management capabilities.,high,both,,high,1.5,0.6,0.8999999999999999
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S2,cross_sector,project management,"agile methodology, digital project tools, stakeholder management, change management, strategic planning",moderate_increase,1.0,Large-scale transformation initiatives across all sectors require sophisticated project management capabilities.,high,both,,high,1.5,0.2,0.30000000000000004
QNDS2,Qatar Third National Development Strategy 2024-2030,"Ministry of Development Planning and Statistics, Qatar",2024,https://www.psa.gov.qa/en/statistics1/Pages/NDS3.aspx,S3,cross_sector,project management,"agile methodology, digital project tools, stakeholder management, change management, strategic planning",moderate_increase,1.0,Large-scale transformation initiatives across all sectors require sophisticated project management capabilities.,high,both,,high,1.5,0.5,0.75
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S1,finance_banking,financial technology and regulation,"fintech development, regulatory compliance, digital banking, risk management, Islamic finance",strong_increase,2.0,Financial sector diversification and digital transformation initiatives require enhanced regulatory and technology capabilities.,high,both,,high,1.5,0.6,1.7999999999999998
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S3,finance_banking,financial technology and regulation,"fintech development, regulatory compliance, digital banking, risk management, Islamic finance",strong_increase,2.0,Financial sector diversification and digital transformation initiatives require enhanced regulatory and technology capabilities.,high,both,,high,1.5,0.1,0.30000000000000004
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S1,technology_digital,data analytics and AI,"data science, artificial intelligence, machine learning, business intelligence, cybersecurity",strong_increase,2.0,Digital transformation across sectors and smart city initiatives drive demand for advanced analytics and AI capabilities.,high,both,,high,1.5,0.6,1.7999999999999998
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S3,technology_digital,data analytics and AI,"data science, artificial intelligence, machine learning, business intelligence, cybersecurity",strong_increase,2.0,Digital transformation across sectors and smart city initiatives drive demand for advanced analytics and AI capabilities.,high,both,,high,1.5,0.1,0.30000000000000004
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S1,healthcare,specialized medical services,"telemedicine, medical research, health informatics, clinical specialization, pharmaceutical development",moderate_increase,1.0,Healthcare sector expansion and medical hub aspirations require specialized clinical and research capabilities.,medium,medium_term,,high,1.5,0.6,0.8999999999999999
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S2,energy_lng,energy transition technologies,"carbon capture, renewable energy integration, energy efficiency, LNG optimization, hydrogen technology",moderate_increase,1.0,Energy sector modernization and efficiency improvements require new technical capabilities while maintaining LNG expertise.,medium,both,,high,1.5,0.3,0.44999999999999996
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S3,energy_lng,energy transition technologies,"carbon capture, renewable energy integration, energy efficiency, LNG optimization, hydrogen technology",moderate_increase,1.0,Energy sector modernization and efficiency improvements require new technical capabilities while maintaining LNG expertise.,medium,both,,high,1.5,0.1,0.15000000000000002
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S1,cross_sector,project management and governance,"strategic planning, change management, public-private partnerships, program management, performance monitoring",moderate_increase,1.0,Economic diversification and large-scale development projects require enhanced management and coordination capabilities.,high,both,,high,1.5,0.6,0.8999999999999999
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S2,cross_sector,project management and governance,"strategic planning, change management, public-private partnerships, program management, performance monitoring",moderate_increase,1.0,Economic diversification and large-scale development projects require enhanced management and coordination capabilities.,high,both,,high,1.5,0.3,0.44999999999999996
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S3,cross_sector,project management and governance,"strategic planning, change management, public-private partnerships, program management, performance monitoring",moderate_increase,1.0,Economic diversification and large-scale development projects require enhanced management and coordination capabilities.,high,both,,high,1.5,0.1,0.15000000000000002
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S1,education,digital education and research,"educational technology, curriculum development, research methodology, STEM education, vocational training",moderate_increase,1.0,Human capital development and knowledge economy initiatives require enhanced educational and training capabilities.,high,medium_term,,high,1.5,0.6,0.8999999999999999
WB_QATAR_2024,World Bank — Qatar Economic Monitor 2024,World Bank,2024,https://www.worldbank.org/en/country/qatar/publication/economic-monitor,S3,education,digital education and research,"educational technology, curriculum development, research methodology, STEM education, vocational training",moderate_increase,1.0,Human capital development and knowledge economy initiatives require enhanced educational and training capabilities.,high,medium_term,,high,1.5,0.1,0.15000000000000002
WB_MENA_JOBS_2023,World Bank — Jobs Undone: Reshaping the Role of Governments toward Markets and Workers in MENA,World Bank,2023,https://openknowledge.worldbank.org/handle/10986/39231,S1,cross_sector,digital governance,"GovTech implementation, digital service delivery, data management systems, citizen-centric platform design",strong_increase,2.0,Digital transformation is highlighted as critical for modern governance and service delivery effectiveness.,high,both,DIGITAL TRANSFORMATION,medium,1.0,0.7,1.4
WB_MENA_JOBS_2023,World Bank — Jobs Undone: Reshaping the Role of Governments toward Markets and Workers in MENA,World Bank,2023,https://openknowledge.worldbank.org/handle/10986/39231,S3,cross_sector,digital governance,"GovTech implementation, digital service delivery, data management systems, citizen-centric platform design",strong_increase,2.0,Digital transformation is highlighted as critical for modern governance and service delivery effectiveness.,high,both,DIGITAL TRANSFORMATION,medium,1.0,0.4,0.8
WB_MENA_JOBS_2023,World Bank — Jobs Undone: Reshaping the Role of Governments toward Markets and Workers in MENA,World Bank,2023,https://openknowledge.worldbank.org/handle/10986/39231,S1,cross_sector,institutional strengthening,"public administration, policy analysis, institutional design, administrative reform",moderate_increase,1.0,Building effective institutions requires skilled public sector professionals capable of managing complex governance challenges.,high,medium_term,institutional strengthening,medium,1.0,0.7,0.7
WB_MENA_JOBS_2023,World Bank — Jobs Undone: Reshaping the Role of Governments toward Markets and Workers in MENA,World Bank,2023,https://openknowledge.worldbank.org/handle/10986/39231,S1,cross_sector,transparency and accountability,"audit and compliance, anti-corruption practices, transparency mechanisms, public oversight",moderate_increase,1.0,Increasing citizen expectations for transparency and accountability drive demand for specialized governance skills.,high,both,transparency & accountability,medium,1.0,0.7,0.7
WB_MENA_JOBS_2023,World Bank — Jobs Undone: Reshaping the Role of Governments toward Markets and Workers in MENA,World Bank,2023,https://openknowledge.worldbank.org/handle/10986/39231,S3,cross_sector,transparency and accountability,"audit and compliance, anti-corruption practices, transparency mechanisms, public oversight",moderate_increase,1.0,Increasing citizen expectations for transparency and accountability drive demand for specialized governance skills.,high,both,transparency & accountability,medium,1.0,0.4,0.4
WB_MENA_JOBS_2023,World Bank — Jobs Undone: Reshaping the Role of Governments toward Markets and Workers in MENA,World Bank,2023,https://openknowledge.worldbank.org/handle/10986/39231,S1,cross_sector,expenditure management,"public financial management, budget analysis, fiscal planning, resource optimization",moderate_increase,1.0,Resource-constrained environment requires enhanced skills in managing public expenditures efficiently.,high,both,EXPENDITURE MANAGEMENT,medium,1.0,0.7,0.7
WB_MENA_JOBS_2023,World Bank — Jobs Undone: Reshaping the Role of Governments toward Markets and Workers in MENA,World Bank,2023,https://openknowledge.worldbank.org/handle/10986/39231,S3,cross_sector,expenditure management,"public financial management, budget analysis, fiscal planning, resource optimization",moderate_increase,1.0,Resource-constrained environment requires enhanced skills in managing public expenditures efficiently.,high,both,EXPENDITURE MANAGEMENT,medium,1.0,0.4,0.4
IEA_GAS_OUTLOOK_2024,IEA Gas Market Report 2024 — LNG Supply Outlook,International Energy Agency,2024,https://www.iea.org/reports/gas-market-report-q1-2024,S2,energy_lng,LNG operations and engineering,"liquefaction process optimization, cryogenic engineering, floating LNG operations, modular construction management, gas processing technology",strong_increase,2.0,North Field expansion projects require specialized technical expertise for world's largest LNG capacity additions through 2030.,medium,both,,high,1.5,0.7,2.0999999999999996
IEA_GAS_OUTLOOK_2024,IEA Gas Market Report 2024 — LNG Supply Outlook,International Energy Agency,2024,https://www.iea.org/reports/gas-market-report-q1-2024,S2,energy_lng,carbon management and CCUS,"carbon capture utilization storage, emissions monitoring, blue hydrogen production, carbon accounting, environmental compliance",strong_increase,2.0,Growing pressure to decarbonize LNG operations drives demand for carbon management expertise in Qatar's gas sector.,high,medium_term,,high,1.5,0.7,2.0999999999999996
IEA_GAS_OUTLOOK_2024,IEA Gas Market Report 2024 — LNG Supply Outlook,International Energy Agency,2024,https://www.iea.org/reports/gas-market-report-q1-2024,S3,energy_lng,carbon management and CCUS,"carbon capture utilization storage, emissions monitoring, blue hydrogen production, carbon accounting, environmental compliance",strong_increase,2.0,Growing pressure to decarbonize LNG operations drives demand for carbon management expertise in Qatar's gas sector.,high,medium_term,,high,1.5,0.4,1.2000000000000002
IEA_GAS_OUTLOOK_2024,IEA Gas Market Report 2024 — LNG Supply Outlook,International Energy Agency,2024,https://www.iea.org/reports/gas-market-report-q1-2024,S2,energy_lng,digital energy systems,"predictive maintenance analytics, IoT sensor networks, automated process control, energy trading algorithms, supply chain optimization",moderate_increase,1.0,LNG facilities increasingly adopt digital technologies for operational efficiency and cost competitiveness in global markets.,high,both,,high,1.5,0.7,1.0499999999999998
IEA_GAS_OUTLOOK_2024,IEA Gas Market Report 2024 — LNG Supply Outlook,International Energy Agency,2024,https://www.iea.org/reports/gas-market-report-q1-2024,S3,energy_lng,digital energy systems,"predictive maintenance analytics, IoT sensor networks, automated process control, energy trading algorithms, supply chain optimization",moderate_increase,1.0,LNG facilities increasingly adopt digital technologies for operational efficiency and cost competitiveness in global markets.,high,both,,high,1.5,0.4,0.6000000000000001
IEA_GAS_OUTLOOK_2024,IEA Gas Market Report 2024 — LNG Supply Outlook,International Energy Agency,2024,https://www.iea.org/reports/gas-market-report-q1-2024,S3,energy_lng,energy transition planning,"renewable energy integration, hydrogen value chain development, energy storage systems, power-to-X technologies, transition project management",moderate_increase,1.0,Energy companies prepare for potential demand shifts by developing capabilities in alternative energy vectors alongside traditional gas operations.,high,medium_term,,high,1.5,0.4,0.6000000000000001
IEA_GAS_OUTLOOK_2024,IEA Gas Market Report 2024 — LNG Supply Outlook,International Energy Agency,2024,https://www.iea.org/reports/gas-market-report-q1-2024,S2,cross_sector,regulatory and market analysis,"energy market modeling, regulatory compliance management, geopolitical risk assessment, contract negotiation, international trade law",moderate_increase,1.0,Complex global energy markets and evolving climate policies require sophisticated analytical and regulatory expertise.,high,both,,high,1.5,0.7,1.0499999999999998
IEA_GAS_OUTLOOK_2024,IEA Gas Market Report 2024 — LNG Supply Outlook,International Energy Agency,2024,https://www.iea.org/reports/gas-market-report-q1-2024,S3,cross_sector,regulatory and market analysis,"energy market modeling, regulatory compliance management, geopolitical risk assessment, contract negotiation, international trade law",moderate_increase,1.0,Complex global energy markets and evolving climate policies require sophisticated analytical and regulatory expertise.,high,both,,high,1.5,0.4,0.6000000000000001
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S1,technology_digital,software development,"cloud computing, mobile app development, API integration, DevOps, cybersecurity",strong_increase,2.0,QFZA targeting international tech companies requires strong software development capabilities to support digital transformation initiatives.,high,both,,high,1.5,0.8,2.4000000000000004
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S3,technology_digital,software development,"cloud computing, mobile app development, API integration, DevOps, cybersecurity",strong_increase,2.0,QFZA targeting international tech companies requires strong software development capabilities to support digital transformation initiatives.,high,both,,high,1.5,0.6,1.7999999999999998
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S1,technology_digital,data analytics,"big data processing, machine learning, business intelligence, predictive analytics, data visualization",strong_increase,2.0,Tech hub development requires advanced analytics capabilities to support AI and data-driven business models.,high,medium_term,,high,1.5,0.8,2.4000000000000004
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S3,technology_digital,data analytics,"big data processing, machine learning, business intelligence, predictive analytics, data visualization",strong_increase,2.0,Tech hub development requires advanced analytics capabilities to support AI and data-driven business models.,high,medium_term,,high,1.5,0.6,1.7999999999999998
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S1,technology_digital,digital infrastructure,"network architecture, data center management, 5G deployment, IoT systems, edge computing",moderate_increase,1.0,Free zone tech companies need robust digital infrastructure support and specialized technical expertise.,medium,near_term,,high,1.5,0.8,1.2000000000000002
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S3,technology_digital,digital infrastructure,"network architecture, data center management, 5G deployment, IoT systems, edge computing",moderate_increase,1.0,Free zone tech companies need robust digital infrastructure support and specialized technical expertise.,medium,near_term,,high,1.5,0.6,0.8999999999999999
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S1,cross_sector,project management,"agile methodology, digital project delivery, vendor management, change management, stakeholder engagement",moderate_increase,1.0,Technology sector expansion requires skilled project managers to coordinate complex digital transformation initiatives.,high,both,,high,1.5,0.8,1.2000000000000002
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S1,technology_digital,fintech,"blockchain development, digital payments, regulatory technology, cryptocurrency, digital banking",strong_increase,2.0,QFZA strategy includes financial technology as key growth area to support Qatar's financial services diversification.,high,medium_term,,high,1.5,0.8,2.4000000000000004
QFZA_TECH_2024,Qatar Free Zones Authority — Technology Sector Investment Strategy,QFZA,2024,https://qfza.qa/en/sectors/technology,S3,technology_digital,fintech,"blockchain development, digital payments, regulatory technology, cryptocurrency, digital banking",strong_increase,2.0,QFZA strategy includes financial technology as key growth area to support Qatar's financial services diversification.,high,medium_term,,high,1.5,0.6,1.7999999999999998
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S1,technology_digital,artificial intelligence and machine learning,"machine learning algorithms, AI system design, natural language processing, computer vision, MLOps",strong_increase,2.0,"WEF identifies AI/ML as fastest growing skill cluster globally, with MENA region experiencing acute shortage of qualified professionals.",high,both,AI and machine learning specialists top growth occupations,high,1.5,0.7,2.0999999999999996
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S3,technology_digital,artificial intelligence and machine learning,"machine learning algorithms, AI system design, natural language processing, computer vision, MLOps",strong_increase,2.0,"WEF identifies AI/ML as fastest growing skill cluster globally, with MENA region experiencing acute shortage of qualified professionals.",high,both,AI and machine learning specialists top growth occupations,high,1.5,0.6,1.7999999999999998
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S1,technology_digital,data analytics and big data,"data visualization, statistical analysis, business intelligence, data engineering, predictive analytics",strong_increase,2.0,"Organizations across sectors prioritizing data-driven decision making, with 75% of companies planning to increase data analytics roles.",high,both,data analysts and scientists remain high-demand roles,high,1.5,0.7,2.0999999999999996
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S3,technology_digital,data analytics and big data,"data visualization, statistical analysis, business intelligence, data engineering, predictive analytics",strong_increase,2.0,"Organizations across sectors prioritizing data-driven decision making, with 75% of companies planning to increase data analytics roles.",high,both,data analysts and scientists remain high-demand roles,high,1.5,0.6,1.7999999999999998
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S1,technology_digital,cybersecurity,"threat detection, security architecture, incident response, cloud security, risk assessment",strong_increase,2.0,Digital transformation acceleration creates exponential growth in cybersecurity risks and regulatory compliance requirements.,high,both,cybersecurity professionals among fastest-growing occupations,high,1.5,0.7,2.0999999999999996
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S3,technology_digital,cybersecurity,"threat detection, security architecture, incident response, cloud security, risk assessment",strong_increase,2.0,Digital transformation acceleration creates exponential growth in cybersecurity risks and regulatory compliance requirements.,high,both,cybersecurity professionals among fastest-growing occupations,high,1.5,0.6,1.7999999999999998
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S1,cross_sector,sustainability and green skills,"environmental impact assessment, sustainable finance, carbon accounting, renewable energy systems, circular economy principles",strong_increase,2.0,Global climate commitments and ESG requirements drive demand for professionals who can navigate green transition across all industries.,medium,medium_term,green skills gap represents critical workforce challenge,high,1.5,0.7,2.0999999999999996
WEF_FUTURE_JOBS_2023,WEF Future of Jobs Report 2023 — MENA Skills Outlook,World Economic Forum,2023,https://www.weforum.org/reports/the-future-of-jobs-report-2023/,S3,cross_sector,sustainability and green skills,"environmental impact assessment, sustainable finance, carbon accounting, renewable energy systems, circular economy principles",strong_increase,2.0,Global climate commitments and ESG requirements drive demand for professionals who can navigate green transition across all industries.,medium,medium_term,green skills gap represents critical workforce challenge,high,1.5,0.6,1.7999999999999998
